seed=31
gen=0	fitness=95.532879582370	position=[4.147988, 0.019944, -0.105454, -2.419418, 0.908298, -0.821367, -2.424220, 0.065213, 0.979530, -2.205191]
gen=951	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=952	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=953	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=954	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=955	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=956	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=957	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=958	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=959	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=960	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=961	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=962	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=963	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=964	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=965	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=966	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=967	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=968	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=969	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=970	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=971	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=972	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=973	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=974	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=975	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=976	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=977	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=978	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=979	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=980	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=981	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=982	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=983	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=984	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=985	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=986	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=987	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=988	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=989	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=990	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=991	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=992	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=993	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=994	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=995	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=996	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=997	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=998	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=999	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1000	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1001	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1002	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1003	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1004	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1005	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1006	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1007	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1008	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1009	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1010	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1011	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1012	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1013	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1014	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1015	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1016	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1017	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1018	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1019	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1020	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1021	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1022	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1023	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1024	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1025	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1026	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1027	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1028	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1029	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1030	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1031	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1032	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1033	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1034	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1035	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1036	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1037	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1038	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1039	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1040	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1041	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1042	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1043	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1044	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1045	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1046	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1047	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1048	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1049	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1050	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1051	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1052	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1053	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1054	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1055	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1056	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1057	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1058	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1059	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1060	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1061	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1062	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1063	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1064	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1065	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1066	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1067	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1068	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1069	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1070	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1071	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1072	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1073	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1074	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1075	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1076	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1077	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1078	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1079	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1080	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1081	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1082	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1083	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1084	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1085	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1086	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1087	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1088	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1089	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1090	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1091	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1092	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1093	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1094	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1095	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1096	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1097	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1098	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1099	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1100	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1101	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1102	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1103	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1104	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1105	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1106	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1107	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1108	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1109	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1110	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1111	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1112	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1113	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1114	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1115	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1116	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1117	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1118	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1119	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1120	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1121	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1122	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1123	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
gen=1124	fitness=15.208290276406	position=[0.965117, 0.009067, 0.172980, -0.011860, -0.110131, -0.093181, 0.110436, -1.073203, -0.016356, -0.017559]
