seed=24
gen=0	fitness=120.869143633939	position=[-3.126838, -4.245563, 3.217061, -1.522543, 2.891986, 2.672801, 2.069485, -0.959059, 0.068240, -0.016947]
gen=976	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=977	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=978	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=979	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=980	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=981	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=982	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=983	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=984	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=985	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=986	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=987	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=988	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=989	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=990	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=991	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=992	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=993	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=994	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=995	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=996	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=997	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=998	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=999	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1000	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1001	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1002	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1003	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1004	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1005	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1006	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1007	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1008	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1009	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1010	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1011	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1012	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1013	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1014	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1015	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1016	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1017	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1018	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1019	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1020	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1021	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1022	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1023	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1024	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1025	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1026	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1027	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1028	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1029	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1030	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1031	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1032	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1033	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1034	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1035	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1036	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1037	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1038	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1039	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1040	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1041	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1042	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1043	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1044	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1045	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1046	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1047	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1048	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1049	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1050	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1051	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1052	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1053	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1054	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1055	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1056	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1057	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1058	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1059	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1060	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1061	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1062	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1063	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1064	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1065	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1066	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1067	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1068	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1069	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1070	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1071	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1072	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1073	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1074	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1075	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1076	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1077	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1078	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1079	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1080	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1081	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1082	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1083	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1084	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1085	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1086	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1087	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1088	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1089	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1090	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1091	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1092	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1093	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1094	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1095	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1096	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1097	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1098	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1099	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1100	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1101	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1102	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1103	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1104	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1105	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1106	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1107	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1108	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1109	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1110	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1111	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1112	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1113	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1114	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1115	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1116	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1117	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1118	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1119	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1120	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1121	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1122	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1123	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1124	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1125	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1126	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1127	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1128	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1129	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1130	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1131	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1132	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1133	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1134	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1135	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1136	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1137	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1138	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1139	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1140	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1141	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1142	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1143	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1144	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1145	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1146	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
gen=1147	fitness=20.577361324877	position=[-0.017129, -0.845498, -1.007399, 1.912183, 0.028661, 1.045018, -1.149713, 0.970671, 0.973966, 0.007066]
