seed=29
gen=0	fitness=109.992429584224	position=[-1.273255, 0.068512, -0.783845, 3.031142, 3.075657, -1.556177, -0.066584, -5.106273, 1.018083, -0.341469]
gen=933	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=934	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=935	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=936	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=937	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=938	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=939	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=940	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=941	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=942	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=943	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=944	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=945	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=946	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=947	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=948	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=949	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=950	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=951	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=952	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=953	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=954	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=955	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=956	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=957	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=958	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=959	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=960	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=961	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=962	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=963	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=964	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=965	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=966	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=967	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=968	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=969	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=970	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=971	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=972	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=973	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=974	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=975	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=976	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=977	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=978	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=979	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=980	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=981	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=982	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=983	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=984	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=985	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=986	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=987	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=988	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=989	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=990	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=991	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=992	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=993	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=994	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=995	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=996	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=997	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=998	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=999	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1000	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1001	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1002	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1003	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1004	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1005	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1006	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1007	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1008	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1009	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1010	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1011	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1012	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1013	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1014	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1015	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1016	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1017	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1018	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1019	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1020	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1021	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1022	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1023	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1024	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1025	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1026	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1027	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1028	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1029	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1030	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1031	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1032	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1033	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1034	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1035	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1036	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1037	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1038	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1039	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1040	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1041	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1042	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1043	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1044	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1045	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1046	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1047	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1048	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1049	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1050	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1051	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1052	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1053	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1054	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1055	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1056	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1057	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1058	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1059	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1060	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1061	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1062	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1063	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1064	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1065	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1066	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1067	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1068	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1069	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1070	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1071	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1072	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1073	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1074	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1075	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1076	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1077	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1078	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1079	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1080	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1081	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1082	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1083	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1084	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1085	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1086	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1087	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1088	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1089	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1090	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1091	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1092	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1093	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1094	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1095	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1096	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1097	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1098	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1099	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1100	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1101	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1102	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1103	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
gen=1104	fitness=13.370103165978	position=[-0.037352, 0.098330, -0.019940, 0.003538, 0.042993, 0.125026, -0.023398, -0.041984, -0.051476, 0.198631]
