seed=27
gen=0	fitness=89.754001541550	chromosome=0110101000111101000000110111101001010011101010100100110110001010101011100100001101100011110010101001100000010011100000111100000010011010000001111111100111111111	decoded=[-0.870404, -4.980935, -1.773386, -2.018390, 1.850575, -1.128377, 0.963062, 0.150080, 1.041188, 4.879996]
gen=1058	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1059	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1060	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1061	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1062	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1063	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1064	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1065	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1066	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1067	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1068	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1069	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1070	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1071	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1072	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1073	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1074	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1075	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1076	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1077	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1078	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1079	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1080	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1081	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1082	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1083	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1084	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1085	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1086	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1087	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1088	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1089	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1090	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1091	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1092	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1093	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1094	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1095	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1096	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1097	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1098	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1099	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1100	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1101	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1102	fitness=0.090152069403	chromosome=0111111111011011100000000000110001111111111101011000000000000000011111111111101101111111110111001000000000000100100000000010011110000000011100101000000000100000	decoded=[-0.005703, 0.001953, -0.001641, 0.000078, -0.000703, -0.005547, 0.000703, 0.006172, 0.017891, 0.005078]
gen=1103	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1104	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1105	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1106	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1107	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1108	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1109	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1110	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1111	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1112	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1113	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1114	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1115	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1116	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1117	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1118	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1119	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1120	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1121	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1122	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1123	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1124	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1125	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1126	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1127	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1128	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1129	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1130	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1131	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1132	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1133	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1134	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1135	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1136	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1137	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1138	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1139	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1140	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1141	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1142	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1143	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1144	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1145	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1146	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1147	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1148	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1149	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1150	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1151	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1152	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
gen=1153	fitness=0.058038389505	chromosome=0111111111111100100000000001000101111111111001011000000000101000011111111111111001111111110110101000000000001000100000000011011010000000001001001000000000111011	decoded=[-0.000547, 0.002734, -0.004141, 0.006328, -0.000234, -0.005859, 0.001328, 0.008516, 0.005703, 0.009297]
