seed=28
gen=0	fitness=62.452881631583	chromosome=1000001110100010100101101011111001111011111001001001101101000011011110100100110010011001101000000111111010101001110010011111100101101011101101111010011001110000	decoded=[0.145393, 0.909780, -0.164299, 1.090564, -0.228050, 1.025094, -0.053516, 2.959030, -0.811341, 1.537602]
gen=979	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=980	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=981	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=982	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=983	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=984	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=985	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=986	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=987	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=988	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=989	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=990	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=991	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=992	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=993	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=994	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=995	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=996	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=997	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=998	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=999	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1000	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1001	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1002	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1003	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1004	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1005	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1006	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1007	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1008	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1009	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1010	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1011	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1012	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1013	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1014	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1015	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1016	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1017	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1018	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1019	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1020	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1021	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1022	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1023	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1024	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1025	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1026	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1027	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1028	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1029	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1030	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1031	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1032	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1033	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1034	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1035	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1036	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1037	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1038	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1039	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1040	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1041	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1042	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1043	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1044	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1045	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1046	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1047	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1048	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1049	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1050	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1051	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1052	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1053	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1054	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1055	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1056	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1057	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1058	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1059	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1060	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1061	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1062	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1063	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1064	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1065	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1066	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1067	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1068	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1069	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1070	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1071	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1072	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1073	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1074	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
gen=1075	fitness=0.103732115215	chromosome=0111111111101010100000000001011110000000011001100111111111101101011111111101100101111111110001111000000000101011100000000001000101111111110011101000000000001111	decoded=[-0.003359, 0.003672, 0.016016, -0.002891, -0.006016, -0.008828, 0.006797, 0.002734, -0.007734, 0.002422]
