seed=12
gen=0	fitness=96.303866039538	position=[1.862508, -2.015270, 1.505915, 2.118342, 1.078869, -1.445143, -2.759247, 0.929651, -1.961022, -2.992306]
gen=2195	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2196	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2197	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2198	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2199	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2200	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2201	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2202	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2203	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2204	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2205	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2206	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2207	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2208	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2209	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2210	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2211	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2212	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2213	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2214	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2215	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2216	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2217	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2218	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2219	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2220	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2221	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2222	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2223	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2224	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2225	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2226	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2227	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2228	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2229	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2230	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2231	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2232	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2233	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2234	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2235	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2236	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2237	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2238	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2239	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2240	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2241	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2242	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2243	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2244	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2245	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2246	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2247	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2248	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2249	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2250	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2251	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2252	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2253	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2254	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2255	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2256	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2257	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2258	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2259	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2260	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2261	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2262	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2263	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2264	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2265	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2266	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2267	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2268	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2269	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2270	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2271	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2272	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2273	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2274	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2275	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2276	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2277	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2278	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2279	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2280	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2281	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2282	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2283	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2284	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2285	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2286	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2287	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2288	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2289	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2290	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2291	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2292	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2293	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2294	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2295	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2296	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2297	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2298	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2299	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2300	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2301	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2302	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2303	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2304	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2305	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2306	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2307	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2308	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2309	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2310	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2311	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2312	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2313	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2314	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2315	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2316	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2317	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2318	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2319	fitness=2.543596416644	position=[0.048299, -0.022059, -0.061574, 0.036554, 0.033785, -0.022734, 0.026801, 0.036981, -0.003946, -0.034687]
gen=2320	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2321	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2322	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2323	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2324	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2325	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2326	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2327	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2328	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2329	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2330	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2331	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2332	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2333	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2334	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2335	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2336	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2337	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2338	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2339	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2340	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2341	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2342	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2343	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2344	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2345	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2346	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2347	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2348	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2349	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2350	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2351	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2352	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2353	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2354	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2355	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2356	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2357	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2358	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2359	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2360	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2361	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2362	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2363	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2364	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2365	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2366	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
gen=2367	fitness=2.522029194500	position=[0.051179, 0.067363, -0.028594, 0.002024, 0.030527, -0.025600, 0.027851, 0.005236, -0.023905, -0.043384]
