seed=4
gen=0	fitness=90.439355691299	position=[-2.832655, -1.798685, -0.178130, -1.150469, -3.354924, 0.054851, -0.045177, -1.024174, -0.813961, -1.624604]
gen=1831	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1832	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1833	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1834	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1835	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1836	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1837	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1838	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1839	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1840	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1841	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1842	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1843	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1844	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1845	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1846	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1847	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1848	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1849	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1850	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1851	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1852	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1853	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1854	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1855	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1856	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1857	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1858	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1859	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1860	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1861	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1862	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1863	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1864	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1865	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1866	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1867	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1868	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1869	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1870	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1871	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1872	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1873	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1874	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1875	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1876	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1877	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1878	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1879	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1880	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1881	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1882	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1883	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1884	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1885	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1886	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1887	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1888	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1889	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1890	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1891	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1892	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1893	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1894	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1895	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1896	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1897	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1898	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1899	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1900	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1901	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1902	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1903	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1904	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1905	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1906	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1907	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1908	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1909	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1910	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1911	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1912	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1913	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1914	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1915	fitness=6.369286041653	position=[-1.008833, 0.005173, 0.008946, -0.984099, -0.027715, 0.019093, -0.011645, 0.002246, -1.992091, -0.017934]
gen=1916	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1917	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1918	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1919	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1920	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1921	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1922	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1923	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1924	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1925	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1926	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1927	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1928	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1929	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1930	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1931	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1932	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1933	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1934	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1935	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1936	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1937	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1938	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1939	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1940	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1941	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1942	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1943	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1944	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1945	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1946	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1947	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1948	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1949	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1950	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1951	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1952	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1953	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1954	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1955	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1956	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1957	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1958	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1959	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1960	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1961	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1962	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1963	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1964	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1965	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1966	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1967	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1968	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1969	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1970	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1971	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1972	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1973	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1974	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1975	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1976	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1977	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1978	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1979	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1980	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1981	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1982	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1983	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1984	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1985	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1986	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1987	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1988	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1989	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1990	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1991	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1992	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1993	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1994	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1995	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1996	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1997	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1998	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=1999	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=2000	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=2001	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
gen=2002	fitness=2.775089741779	position=[0.014923, -0.012763, 0.014988, -0.016842, 0.001490, -0.014454, 0.018329, 0.027410, -0.919108, -0.034257]
