seed=12
gen=0	fitness=96.303866039538	position=[1.862508, -2.015270, 1.505915, 2.118342, 1.078869, -1.445143, -2.759247, 0.929651, -1.961022, -2.992306]
gen=1637	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1638	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1639	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1640	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1641	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1642	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1643	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1644	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1645	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1646	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1647	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1648	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1649	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1650	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1651	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1652	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1653	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1654	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1655	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1656	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1657	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1658	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1659	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1660	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1661	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1662	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1663	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1664	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1665	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1666	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1667	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1668	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1669	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1670	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1671	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1672	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1673	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1674	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1675	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1676	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1677	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1678	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1679	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1680	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1681	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1682	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1683	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1684	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1685	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1686	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1687	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1688	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1689	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1690	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1691	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1692	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1693	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1694	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1695	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1696	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1697	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1698	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1699	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1700	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1701	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1702	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1703	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1704	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1705	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1706	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1707	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1708	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1709	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1710	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1711	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1712	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1713	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1714	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1715	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1716	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1717	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1718	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1719	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1720	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1721	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1722	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1723	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1724	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1725	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1726	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1727	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1728	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1729	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1730	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1731	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1732	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1733	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1734	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1735	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1736	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1737	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1738	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1739	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1740	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1741	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1742	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1743	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1744	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1745	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1746	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1747	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1748	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1749	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1750	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1751	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1752	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1753	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1754	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1755	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1756	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1757	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1758	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1759	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1760	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1761	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1762	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1763	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1764	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1765	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1766	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1767	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1768	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1769	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1770	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1771	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1772	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1773	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1774	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1775	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1776	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1777	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1778	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1779	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1780	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1781	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1782	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1783	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1784	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1785	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1786	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1787	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1788	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1789	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1790	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1791	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1792	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1793	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1794	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1795	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1796	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1797	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1798	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1799	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1800	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1801	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1802	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1803	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1804	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1805	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1806	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1807	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1808	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
gen=1809	fitness=3.081046990885	position=[0.009152, -0.992216, -0.010569, 0.993795, -0.000877, 0.008045, -0.001959, -0.001335, 0.985118, 0.010618]
