seed=6
gen=0	fitness=86.220642446540	position=[1.118872, 0.173372, 0.211106, -0.304828, 3.130810, -0.809658, -1.062235, -2.725639, -2.222407, -1.057890]
gen=1306	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1307	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1308	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1309	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1310	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1311	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1312	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1313	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1314	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1315	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1316	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1317	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1318	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1319	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1320	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1321	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1322	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1323	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1324	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1325	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1326	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1327	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1328	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1329	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1330	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1331	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1332	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1333	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1334	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1335	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1336	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1337	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1338	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1339	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1340	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1341	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1342	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1343	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1344	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1345	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1346	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1347	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1348	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1349	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1350	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1351	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1352	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1353	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1354	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1355	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1356	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1357	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1358	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1359	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1360	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1361	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1362	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1363	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1364	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1365	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1366	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1367	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1368	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1369	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1370	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1371	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1372	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1373	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1374	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1375	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1376	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1377	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1378	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1379	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1380	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1381	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1382	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1383	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1384	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1385	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1386	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1387	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1388	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1389	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1390	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1391	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1392	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1393	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1394	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1395	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1396	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1397	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1398	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1399	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1400	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1401	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1402	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1403	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1404	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1405	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1406	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1407	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1408	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1409	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1410	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1411	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1412	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1413	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1414	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1415	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1416	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1417	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1418	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1419	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1420	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1421	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1422	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1423	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1424	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1425	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1426	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1427	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1428	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1429	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1430	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1431	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1432	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1433	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1434	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1435	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1436	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1437	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1438	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1439	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1440	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1441	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1442	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1443	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1444	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1445	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1446	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1447	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1448	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1449	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1450	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1451	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1452	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1453	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1454	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1455	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1456	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1457	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1458	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1459	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1460	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1461	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1462	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1463	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1464	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1465	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1466	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1467	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1468	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1469	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1470	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1471	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1472	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1473	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1474	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1475	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1476	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1477	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
gen=1478	fitness=5.385519863909	position=[0.024858, 0.029895, 0.012480, 0.945554, -0.003490, -0.954325, 0.981289, -0.024703, -1.010804, -0.017733]
