seed=7
gen=0	fitness=79.393464459465	position=[-3.208561, 1.808844, -0.822902, -3.079068, -0.207016, 1.100161, -3.049317, -2.079833, -1.073810, -1.861297]
gen=1745	fitness=2.667177905348	position=[0.006058, -0.073312, 0.029333, 0.003645, -0.041871, 0.001035, 0.003490, 1.003663, 0.020113, -0.001969]
gen=1746	fitness=2.667177905348	position=[0.006058, -0.073312, 0.029333, 0.003645, -0.041871, 0.001035, 0.003490, 1.003663, 0.020113, -0.001969]
gen=1747	fitness=2.667177905348	position=[0.006058, -0.073312, 0.029333, 0.003645, -0.041871, 0.001035, 0.003490, 1.003663, 0.020113, -0.001969]
gen=1748	fitness=2.667177905348	position=[0.006058, -0.073312, 0.029333, 0.003645, -0.041871, 0.001035, 0.003490, 1.003663, 0.020113, -0.001969]
gen=1749	fitness=2.667177905348	position=[0.006058, -0.073312, 0.029333, 0.003645, -0.041871, 0.001035, 0.003490, 1.003663, 0.020113, -0.001969]
gen=1750	fitness=2.667177905348	position=[0.006058, -0.073312, 0.029333, 0.003645, -0.041871, 0.001035, 0.003490, 1.003663, 0.020113, -0.001969]
gen=1751	fitness=2.667177905348	position=[0.006058, -0.073312, 0.029333, 0.003645, -0.041871, 0.001035, 0.003490, 1.003663, 0.020113, -0.001969]
gen=1752	fitness=2.667177905348	position=[0.006058, -0.073312, 0.029333, 0.003645, -0.041871, 0.001035, 0.003490, 1.003663, 0.020113, -0.001969]
gen=1753	fitness=2.667177905348	position=[0.006058, -0.073312, 0.029333, 0.003645, -0.041871, 0.001035, 0.003490, 1.003663, 0.020113, -0.001969]
gen=1754	fitness=2.667177905348	position=[0.006058, -0.073312, 0.029333, 0.003645, -0.041871, 0.001035, 0.003490, 1.003663, 0.020113, -0.001969]
gen=1755	fitness=2.667177905348	position=[0.006058, -0.073312, 0.029333, 0.003645, -0.041871, 0.001035, 0.003490, 1.003663, 0.020113, -0.001969]
gen=1756	fitness=2.667177905348	position=[0.006058, -0.073312, 0.029333, 0.003645, -0.041871, 0.001035, 0.003490, 1.003663, 0.020113, -0.001969]
gen=1757	fitness=2.667177905348	position=[0.006058, -0.073312, 0.029333, 0.003645, -0.041871, 0.001035, 0.003490, 1.003663, 0.020113, -0.001969]
gen=1758	fitness=2.667177905348	position=[0.006058, -0.073312, 0.029333, 0.003645, -0.041871, 0.001035, 0.003490, 1.003663, 0.020113, -0.001969]
gen=1759	fitness=2.667177905348	position=[0.006058, -0.073312, 0.029333, 0.003645, -0.041871, 0.001035, 0.003490, 1.003663, 0.020113, -0.001969]
gen=1760	fitness=2.667177905348	position=[0.006058, -0.073312, 0.029333, 0.003645, -0.041871, 0.001035, 0.003490, 1.003663, 0.020113, -0.001969]
gen=1761	fitness=2.609582992088	position=[0.001621, -0.078888, 0.013967, -0.005905, -0.035535, -0.001610, 0.006704, 1.013226, 0.012980, 0.001203]
gen=1762	fitness=2.609582992088	position=[0.001621, -0.078888, 0.013967, -0.005905, -0.035535, -0.001610, 0.006704, 1.013226, 0.012980, 0.001203]
gen=1763	fitness=2.609582992088	position=[0.001621, -0.078888, 0.013967, -0.005905, -0.035535, -0.001610, 0.006704, 1.013226, 0.012980, 0.001203]
gen=1764	fitness=2.609582992088	position=[0.001621, -0.078888, 0.013967, -0.005905, -0.035535, -0.001610, 0.006704, 1.013226, 0.012980, 0.001203]
gen=1765	fitness=2.609582992088	position=[0.001621, -0.078888, 0.013967, -0.005905, -0.035535, -0.001610, 0.006704, 1.013226, 0.012980, 0.001203]
gen=1766	fitness=2.432325658340	position=[0.006227, -0.070518, 0.004246, -0.004323, -0.041701, -0.002079, 0.003300, 1.002343, 0.021749, -0.002479]
gen=1767	fitness=2.432325658340	position=[0.006227, -0.070518, 0.004246, -0.004323, -0.041701, -0.002079, 0.003300, 1.002343, 0.021749, -0.002479]
gen=1768	fitness=2.432325658340	position=[0.006227, -0.070518, 0.004246, -0.004323, -0.041701, -0.002079, 0.003300, 1.002343, 0.021749, -0.002479]
gen=1769	fitness=2.432325658340	position=[0.006227, -0.070518, 0.004246, -0.004323, -0.041701, -0.002079, 0.003300, 1.002343, 0.021749, -0.002479]
gen=1770	fitness=2.432325658340	position=[0.006227, -0.070518, 0.004246, -0.004323, -0.041701, -0.002079, 0.003300, 1.002343, 0.021749, -0.002479]
gen=1771	fitness=2.432325658340	position=[0.006227, -0.070518, 0.004246, -0.004323, -0.041701, -0.002079, 0.003300, 1.002343, 0.021749, -0.002479]
gen=1772	fitness=2.432325658340	position=[0.006227, -0.070518, 0.004246, -0.004323, -0.041701, -0.002079, 0.003300, 1.002343, 0.021749, -0.002479]
gen=1773	fitness=2.432325658340	position=[0.006227, -0.070518, 0.004246, -0.004323, -0.041701, -0.002079, 0.003300, 1.002343, 0.021749, -0.002479]
gen=1774	fitness=2.432325658340	position=[0.006227, -0.070518, 0.004246, -0.004323, -0.041701, -0.002079, 0.003300, 1.002343, 0.021749, -0.002479]
gen=1775	fitness=2.432325658340	position=[0.006227, -0.070518, 0.004246, -0.004323, -0.041701, -0.002079, 0.003300, 1.002343, 0.021749, -0.002479]
gen=1776	fitness=2.432325658340	position=[0.006227, -0.070518, 0.004246, -0.004323, -0.041701, -0.002079, 0.003300, 1.002343, 0.021749, -0.002479]
gen=1777	fitness=2.432325658340	position=[0.006227, -0.070518, 0.004246, -0.004323, -0.041701, -0.002079, 0.003300, 1.002343, 0.021749, -0.002479]
gen=1778	fitness=2.432325658340	position=[0.006227, -0.070518, 0.004246, -0.004323, -0.041701, -0.002079, 0.003300, 1.002343, 0.021749, -0.002479]
gen=1779	fitness=2.432325658340	position=[0.006227, -0.070518, 0.004246, -0.004323, -0.041701, -0.002079, 0.003300, 1.002343, 0.021749, -0.002479]
gen=1780	fitness=2.432325658340	position=[0.006227, -0.070518, 0.004246, -0.004323, -0.041701, -0.002079, 0.003300, 1.002343, 0.021749, -0.002479]
gen=1781	fitness=2.432325658340	position=[0.006227, -0.070518, 0.004246, -0.004323, -0.041701, -0.002079, 0.003300, 1.002343, 0.021749, -0.002479]
gen=1782	fitness=2.432325658340	position=[0.006227, -0.070518, 0.004246, -0.004323, -0.041701, -0.002079, 0.003300, 1.002343, 0.021749, -0.002479]
gen=1783	fitness=2.432325658340	position=[0.006227, -0.070518, 0.004246, -0.004323, -0.041701, -0.002079, 0.003300, 1.002343, 0.021749, -0.002479]
gen=1784	fitness=2.432325658340	position=[0.006227, -0.070518, 0.004246, -0.004323, -0.041701, -0.002079, 0.003300, 1.002343, 0.021749, -0.002479]
gen=1785	fitness=2.432325658340	position=[0.006227, -0.070518, 0.004246, -0.004323, -0.041701, -0.002079, 0.003300, 1.002343, 0.021749, -0.002479]
gen=1786	fitness=2.432325658340	position=[0.006227, -0.070518, 0.004246, -0.004323, -0.041701, -0.002079, 0.003300, 1.002343, 0.021749, -0.002479]
gen=1787	fitness=2.432325658340	position=[0.006227, -0.070518, 0.004246, -0.004323, -0.041701, -0.002079, 0.003300, 1.002343, 0.021749, -0.002479]
gen=1788	fitness=2.432325658340	position=[0.006227, -0.070518, 0.004246, -0.004323, -0.041701, -0.002079, 0.003300, 1.002343, 0.021749, -0.002479]
gen=1789	fitness=2.432325658340	position=[0.006227, -0.070518, 0.004246, -0.004323, -0.041701, -0.002079, 0.003300, 1.002343, 0.021749, -0.002479]
gen=1790	fitness=2.432325658340	position=[0.006227, -0.070518, 0.004246, -0.004323, -0.041701, -0.002079, 0.003300, 1.002343, 0.021749, -0.002479]
gen=1791	fitness=2.432325658340	position=[0.006227, -0.070518, 0.004246, -0.004323, -0.041701, -0.002079, 0.003300, 1.002343, 0.021749, -0.002479]
gen=1792	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1793	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1794	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1795	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1796	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1797	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1798	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1799	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1800	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1801	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1802	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1803	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1804	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1805	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1806	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1807	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1808	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1809	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1810	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1811	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1812	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1813	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1814	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1815	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1816	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1817	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1818	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1819	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1820	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1821	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1822	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1823	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1824	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1825	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1826	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1827	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1828	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1829	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1830	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1831	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1832	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1833	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1834	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1835	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1836	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1837	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1838	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1839	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1840	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1841	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1842	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1843	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1844	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1845	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1846	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1847	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1848	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1849	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1850	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1851	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1852	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1853	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1854	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1855	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1856	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1857	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1858	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1859	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1860	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1861	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1862	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1863	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1864	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1865	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1866	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1867	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1868	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1869	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1870	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1871	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1872	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1873	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1874	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1875	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1876	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1877	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1878	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1879	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1880	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1881	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1882	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1883	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1884	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1885	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1886	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1887	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1888	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1889	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1890	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1891	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1892	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1893	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1894	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1895	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1896	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1897	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1898	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1899	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1900	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1901	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1902	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1903	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1904	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1905	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1906	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1907	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1908	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1909	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1910	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1911	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1912	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1913	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1914	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1915	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1916	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
gen=1917	fitness=2.413971346704	position=[0.008900, -0.069671, 0.004196, -0.003724, -0.042078, -0.001489, 0.003102, 1.001676, 0.020392, -0.005651]
